station_name,timestamp,groundwaterlevel_mbgl,rainfall_mm,temperature_c,ph,turbidity_ntu,tds_ppm
RFS024,2024-08-18,9.84,18.0,30.2,6.95,6.82,693
RFS024,2024-08-25,9.85,27.3,29.2,6.95,10.19,547
RFS024,2024-09-01,9.82,0.0,28.7,7.21,5.48,773
RFS024,2024-09-08,9.47,271.7,22.3,7.04,15.0,635
RFS024,2024-09-15,12.05,250.6,22.5,7.07,15.0,741
RFS024,2024-09-22,9.11,8.8,19.2,7.2,5.75,664
RFS024,2024-09-29,11.45,0.0,22.3,7.14,5.93,748
RFS024,2024-10-06,16.34,0.0,18.7,6.85,5.63,750
RFS024,2024-10-13,15.0,0.0,21.9,6.84,6.07,669
RFS024,2024-10-20,18.17,31.9,14.6,7.14,12.99,791
RFS024,2024-10-27,16.09,0.0,10.9,6.75,5.74,637
RFS024,2024-11-03,16.12,43.9,10.6,6.99,10.83,637
RFS024,2024-11-10,15.42,0.0,16.0,7.1,5.88,775
RFS024,2024-11-17,16.66,4.6,10.6,6.8,5.62,850
RFS024,2024-11-24,16.63,19.8,9.1,7.19,9.34,662
RFS024,2024-12-01,16.22,0.0,8.0,7.17,5.83,756
RFS024,2024-12-08,16.73,0.0,8.0,7.09,6.15,753
RFS024,2024-12-15,16.34,0.0,8.0,7.11,5.55,697
RFS024,2024-12-22,16.61,0.0,8.0,7.04,5.57,641
RFS024,2024-12-29,16.32,0.0,8.0,6.94,5.59,711
RFS024,2025-01-05,15.93,0.0,8.0,7.46,6.22,853
RFS024,2025-01-12,16.04,0.0,8.0,7.42,5.29,706
RFS024,2025-01-19,16.89,0.0,8.0,6.78,5.52,680
RFS024,2025-01-26,16.85,0.0,8.0,7.5,6.15,669
RFS024,2025-02-02,15.46,0.0,9.3,6.87,5.77,760
RFS024,2025-02-09,15.93,0.0,8.0,7.09,5.22,757
RFS024,2025-02-16,16.88,11.8,11.7,6.94,8.27,650
RFS024,2025-02-23,16.49,0.0,9.2,7.34,6.01,730
RFS024,2025-03-02,20.66,0.0,17.4,7.04,5.55,777
RFS024,2025-03-09,17.44,0.0,24.5,7.09,5.49,710
RFS024,2025-03-16,17.34,76.5,18.7,6.83,15.0,876
RFS024,2025-03-23,19.35,56.5,26.1,7.12,12.02,635
RFS024,2025-03-30,17.66,0.0,27.8,6.91,6.08,724
RFS024,2025-04-06,21.94,0.0,42.8,7.23,5.79,734
RFS024,2025-04-13,18.75,0.0,45.0,7.17,5.94,737
RFS024,2025-04-20,21.77,0.0,40.6,7.26,6.02,767
RFS024,2025-04-27,21.11,0.0,40.3,6.77,6.15,643
RFS024,2025-05-04,21.33,0.0,45.0,6.91,5.71,777
RFS024,2025-05-11,19.72,0.0,45.0,6.88,5.59,779
RFS024,2025-05-18,19.79,0.0,45.0,6.9,5.62,776
RFS024,2025-05-25,22.57,0.0,45.0,6.98,5.89,705
RFS025,2023-01-01,15.77,0.0,8.0,7.3,3.94,695
RFS025,2023-01-08,14.42,8.4,8.0,6.99,4.45,685
RFS025,2023-01-15,14.91,0.0,8.0,7.06,4.21,672
RFS025,2023-01-22,14.43,0.0,8.0,7.13,3.69,657
RFS025,2023-01-29,14.67,0.0,11.3,7.57,3.78,814
RFS025,2023-02-05,16.23,0.0,8.0,7.25,3.58,764
RFS025,2023-02-12,15.22,0.0,8.0,7.75,3.52,738
RFS025,2023-02-19,15.56,0.0,8.0,7.28,3.76,831
RFS025,2023-02-26,15.08,0.0,8.0,7.45,4.35,655
RFS025,2023-03-05,19.93,0.0,20.9,7.49,3.77,870
RFS025,2023-03-12,16.61,52.3,24.2,7.07,6.52,926
RFS025,2023-03-19,18.1,38.8,25.2,7.45,7.76,632
RFS025,2023-03-26,16.57,0.0,29.6,7.06,4.44,837
RFS025,2023-04-02,19.74,72.8,35.9,7.2,9.44,875
RFS025,2023-04-09,20.08,0.0,39.5,7.26,3.57,776
RFS025,2023-04-16,21.24,0.0,40.8,7.35,3.71,708
RFS025,2023-04-23,17.97,0.0,45.0,7.6,3.66,725
RFS025,2023-04-30,21.5,0.0,45.0,7.57,4.36,804
RFS025,2023-05-07,17.89,0.0,45.0,7.37,4.21,881
RFS025,2023-05-14,21.86,0.0,45.0,6.94,4.02,869
RFS025,2023-05-21,18.78,0.0,45.0,7.36,4.32,766
RFS025,2023-05-28,19.18,0.0,45.0,7.52,3.95,791
RFS025,2023-06-04,7.01,111.7,38.9,7.47,15.0,662
RFS025,2023-06-11,12.1,128.2,39.5,7.42,15.0,910
RFS025,2023-06-18,8.02,14.0,39.9,7.43,5.47,620
RFS025,2023-06-25,10.92,29.7,37.6,7.5,6.68,924
RFS025,2023-07-02,7.75,60.1,38.3,7.4,8.62,690
RFS025,2023-07-09,11.01,62.3,36.6,7.21,11.78,906
RFS025,2023-07-16,10.18,14.7,39.8,7.25,6.1,748
RFS025,2023-07-23,7.64,0.0,36.4,6.91,4.38,681
RFS025,2023-07-30,11.23,236.4,35.9,7.44,15.0,737
RFS025,2023-08-06,7.49,60.9,36.0,6.83,9.18,638
RFS025,2023-08-13,6.6,14.6,33.2,7.29,6.6,864
RFS025,2023-08-20,10.12,0.0,30.8,7.46,3.98,741
RFS025,2023-08-27,10.87,0.0,27.6,7.09,4.06,793
RFS025,2023-09-03,10.99,33.0,27.8,7.51,7.89,728
RFS025,2023-09-10,5.78,33.4,25.5,7.17,7.44,684
RFS025,2023-09-17,8.85,0.0,27.7,7.51,4.21,767
RFS025,2023-09-24,5.57,0.0,23.1,7.52,4.43,710
RFS025,2023-10-01,14.06,0.0,23.6,7.19,3.59,819
RFS025,2023-10-08,14.7,49.8,17.7,7.33,7.62,686
RFS025,2023-10-15,16.19,0.0,22.2,7.46,4.22,837
RFS025,2023-10-22,14.14,0.0,16.6,7.41,4.22,859
RFS025,2023-10-29,15.27,0.0,18.5,7.35,3.59,890
RFS025,2023-11-05,15.32,0.0,15.4,7.39,4.06,677
RFS025,2023-11-12,14.23,0.0,9.0,7.28,3.49,709
RFS025,2023-11-19,11.99,30.6,12.6,7.66,9.73,814
RFS025,2023-11-26,13.69,0.0,12.7,7.53,3.95,701
RFS025,2023-12-03,12.94,0.0,8.0,7.41,3.57,723
RFS025,2023-12-10,12.81,0.0,8.0,7.39,4.27,704
RFS025,2023-12-17,14.16,0.0,8.0,7.04,3.96,874
RFS025,2023-12-24,13.59,0.0,8.0,7.44,3.94,865
RFS025,2023-12-31,13.83,0.0,8.0,7.22,3.86,693
RFS025,2024-01-07,14.35,0.0,8.0,7.6,3.74,756
RFS025,2024-01-14,14.51,0.0,8.0,7.12,3.82,674
RFS025,2024-01-21,13.88,0.0,8.0,7.37,4.26,707
RFS025,2024-01-28,12.74,8.0,8.0,7.07,4.03,875
RFS025,2024-02-04,13.5,0.0,8.0,7.43,4.15,871
RFS025,2024-02-11,14.64,0.0,8.0,7.39,3.56,734
RFS025,2024-02-18,13.64,0.0,10.5,7.42,3.74,877
RFS025,2024-02-25,14.33,0.0,9.3,7.32,4.21,693
RFS025,2024-03-03,17.55,0.0,22.7,7.26,4.48,757
RFS025,2024-03-10,17.3,67.0,22.4,7.12,11.1,880
RFS025,2024-03-17,13.75,12.5,25.2,7.33,5.04,684
RFS025,2024-03-24,14.81,0.0,24.9,7.54,3.86,722
RFS025,2024-03-31,16.7,0.0,32.5,7.49,3.92,719
RFS025,2024-04-07,16.36,0.0,41.6,7.19,4.09,645
RFS025,2024-04-14,16.83,0.0,44.1,7.29,4.14,684
RFS025,2024-04-21,15.64,52.0,41.9,7.38,11.42,938
RFS025,2024-04-28,20.11,75.1,45.0,7.11,8.99,672
RFS025,2024-05-05,17.32,0.0,44.9,7.66,3.91,907
RFS025,2024-05-12,20.34,0.0,45.0,7.58,3.59,771
RFS025,2024-05-19,18.98,0.0,45.0,7.15,4.06,856
RFS025,2024-05-26,17.42,0.0,45.0,7.12,4.4,678
RFS025,2024-06-02,10.29,39.9,37.6,7.09,12.13,801
RFS025,2024-06-09,9.31,15.9,34.6,7.67,7.43,921
RFS025,2024-06-16,7.12,6.6,44.3,7.43,4.15,729
RFS025,2024-06-23,9.0,48.3,38.8,7.18,8.35,670
RFS025,2024-06-30,9.03,11.0,38.3,7.67,7.17,762
RFS025,2024-07-07,9.02,7.9,39.7,7.4,3.52,636
RFS025,2024-07-14,5.91,19.5,37.9,7.02,5.79,881
RFS025,2024-07-21,9.32,9.9,35.0,7.58,3.77,675
RFS025,2024-07-28,7.12,69.7,36.7,7.44,7.32,720
RFS025,2024-08-04,9.11,59.0,32.4,7.29,11.55,794
RFS025,2024-08-11,6.59,110.2,34.9,7.7,15.0,785
RFS025,2024-08-18,6.42,74.2,30.6,7.56,7.19,787
RFS025,2024-08-25,9.55,5.9,27.9,7.24,3.88,713
RFS025,2024-09-01,8.9,0.0,31.9,7.4,4.45,836
RFS025,2024-09-08,5.14,39.5,22.8,7.58,6.0,746
RFS025,2024-09-15,9.78,23.6,26.2,7.17,6.71,630
RFS025,2024-09-22,4.53,0.0,24.1,7.44,4.3,956
RFS025,2024-09-29,7.55,49.2,24.1,7.34,8.72,753
RFS025,2024-10-06,13.86,0.0,17.1,7.15,3.73,799
RFS025,2024-10-13,12.59,0.0,22.1,7.26,4.13,810
RFS025,2024-10-20,11.48,0.0,16.7,7.1,3.91,908
RFS025,2024-10-27,12.44,0.0,14.2,7.56,4.47,820
RFS025,2024-11-03,12.43,0.0,17.6,7.18,3.59,899
RFS025,2024-11-10,13.82,0.0,14.2,7.49,4.17,731
RFS025,2024-11-17,11.42,30.7,13.9,6.94,9.08,950
RFS025,2024-11-24,11.93,0.0,14.7,6.95,3.71,735
RFS025,2024-12-01,13.01,0.0,8.0,7.26,4.2,762
RFS025,2024-12-08,11.94,0.0,8.0,7.31,4.22,814
RFS025,2024-12-15,12.57,0.0,8.0,7.05,3.89,882
RFS025,2024-12-22,11.47,0.0,8.0,7.05,4.04,848
RFS025,2024-12-29,12.77,0.0,8.0,7.44,4.1,892
RFS025,2025-01-05,12.26,0.0,8.0,7.34,4.41,733
RFS025,2025-01-12,12.33,0.0,8.0,7.45,3.49,871
RFS025,2025-01-19,13.16,0.0,8.0,7.32,3.7,940
RFS025,2025-01-26,12.04,0.0,8.9,7.38,3.85,878
RFS025,2025-02-02,12.85,0.0,8.0,7.5,4.48,784
RFS025,2025-02-09,12.21,0.0,8.0,7.72,4.16,773
RFS025,2025-02-16,12.26,0.0,8.0,7.32,3.94,875
RFS025,2025-02-23,11.99,0.0,8.0,7.35,4.14,793
RFS025,2025-03-02,16.59,0.0,22.0,7.27,4.28,862
RFS025,2025-03-09,14.44,0.0,23.8,7.4,3.88,804
RFS025,2025-03-16,15.22,0.0,26.3,7.26,4.06,876
RFS025,2025-03-23,13.21,0.0,28.2,7.42,4.24,757
RFS025,2025-03-30,14.84,0.0,27.6,7.37,4.04,652
RFS025,2025-04-06,14.34,0.0,42.7,7.19,3.96,720
RFS025,2025-04-13,16.33,30.7,38.5,7.47,10.66,845
RFS025,2025-04-20,17.0,0.0,45.0,7.48,4.15,892
RFS025,2025-04-27,16.59,0.0,45.0,7.34,3.81,694
RFS025,2025-05-04,19.43,0.0,45.0,7.19,3.69,858
RFS025,2025-05-11,15.13,0.0,45.0,7.52,4.34,832
RFS025,2025-05-18,18.94,0.0,44.4,7.35,3.84,929
RFS025,2025-05-25,14.5,0.0,45.0,7.15,3.8,675
RFS026,2023-01-01,17.19,0.0,10.8,7.35,1.62,534
RFS026,2023-01-08,17.41,0.0,13.7,7.04,2.38,429
RFS026,2023-01-15,16.4,0.0,11.9,7.21,2.01,383
RFS026,2023-01-22,17.04,0.0,9.1,7.19,2.13,524
RFS026,2023-01-29,17.47,0.0,11.6,7.27,2.23,553
RFS026,2023-02-05,17.89,0.0,9.7,6.9,1.74,601
RFS026,2023-02-12,16.89,0.0,13.3,6.91,2.18,660
RFS026,2023-02-19,17.37,0.0,15.7,6.8,1.85,615
RFS026,2023-02-26,16.58,4.1,17.4,6.9,2.55,684
RFS026,2023-03-05,22.19,0.0,27.5,6.94,1.95,570
RFS026,2023-03-12,21.44,0.0,26.6,7.07,2.41,579
RFS026,2023-03-19,20.66,27.8,35.4,6.89,2.98,653
RFS026,2023-03-26,19.69,31.7,34.8,7.11,3.71,528
RFS026,2023-04-02,21.19,0.0,43.1,7.28,1.83,522
RFS026,2023-04-09,21.44,0.0,45.0,6.91,1.66,668
RFS026,2023-04-16,20.15,59.2,45.0,7.3,5.39,450
RFS026,2023-04-23,19.77,17.6,45.0,7.02,3.35,511
RFS026,2023-04-30,23.45,0.0,45.0,7.07,2.38,594
RFS026,2023-05-07,23.12,0.0,45.0,7.03,2.04,683
RFS026,2023-05-14,23.6,0.0,45.0,7.42,2.36,622
RFS026,2023-05-21,23.01,0.0,45.0,7.35,2.36,423
RFS026,2023-05-28,24.32,0.0,45.0,6.95,2.11,639
RFS026,2023-06-04,12.06,0.0,45.0,6.95,1.58,603
RFS026,2023-06-11,15.55,14.6,45.0,7.05,4.34,515
RFS026,2023-06-18,11.2,13.5,45.0,7.44,2.35,632
RFS026,2023-06-25,13.18,25.8,43.3,7.33,3.79,555
RFS026,2023-07-02,9.94,39.5,45.0,7.11,4.85,586
RFS026,2023-07-09,13.87,0.0,45.0,7.06,2.23,486
RFS026,2023-07-16,13.9,0.0,40.8,6.95,2.26,555
RFS026,2023-07-23,13.51,0.0,44.7,6.92,2.06,601
RFS026,2023-07-30,9.2,0.0,44.3,7.02,2.19,427
RFS026,2023-08-06,12.27,0.0,41.2,7.02,2.29,662
RFS026,2023-08-13,9.4,317.0,40.5,7.5,9.19,465
RFS026,2023-08-20,8.94,0.0,38.8,7.19,1.82,538
RFS026,2023-08-27,14.04,15.7,33.9,7.11,3.11,496
RFS026,2023-09-03,12.14,0.0,37.6,7.23,1.88,480
RFS026,2023-09-10,11.93,166.2,28.3,7.11,9.31,508
RFS026,2023-09-17,11.29,17.6,32.1,7.08,2.99,516
RFS026,2023-09-24,8.42,89.4,28.0,6.98,9.19,340
RFS026,2023-10-01,16.7,0.0,29.0,6.89,2.28,437
RFS026,2023-10-08,16.57,0.0,26.0,7.34,1.61,536
RFS026,2023-10-15,16.03,0.0,22.7,7.62,1.77,431
RFS026,2023-10-22,18.68,0.0,25.3,7.4,1.6,570
RFS026,2023-10-29,15.94,0.0,22.0,7.02,1.85,573
RFS026,2023-11-05,16.22,0.0,21.0,7.31,2.1,679
RFS026,2023-11-12,15.58,52.6,20.2,7.0,4.89,514
RFS026,2023-11-19,14.92,48.2,22.1,6.97,3.82,607
RFS026,2023-11-26,17.57,0.0,16.4,7.42,1.61,559
RFS026,2023-12-03,16.42,0.0,8.0,6.83,2.19,530
RFS026,2023-12-10,17.23,0.0,9.4,7.0,1.64,630
RFS026,2023-12-17,15.49,13.9,8.2,7.26,3.06,589
RFS026,2023-12-24,15.9,0.0,8.9,7.28,1.96,607
RFS026,2023-12-31,16.37,2.6,9.3,7.3,1.99,658
RFS026,2024-01-07,15.47,0.0,8.0,7.18,2.37,696
RFS026,2024-01-14,15.92,0.0,8.0,6.86,2.44,604
RFS026,2024-01-21,15.53,0.0,8.0,6.93,2.45,602
RFS026,2024-01-28,15.69,7.4,12.1,7.29,2.0,656
RFS026,2024-02-04,15.39,0.0,15.5,6.84,2.42,587
RFS026,2024-02-11,16.32,0.0,15.8,7.27,2.04,549
RFS026,2024-02-18,16.99,0.0,17.4,7.2,1.67,557
RFS026,2024-02-25,16.0,0.0,20.2,6.91,2.01,590
RFS026,2024-03-03,18.95,0.0,28.0,6.9,1.88,551
RFS026,2024-03-10,17.91,10.9,29.9,7.24,3.21,683
RFS026,2024-03-17,19.33,0.0,31.5,7.37,2.26,481
RFS026,2024-03-24,17.53,77.8,30.9,7.29,3.92,655
RFS026,2024-03-31,18.08,0.0,32.3,6.95,1.56,682
RFS026,2024-04-07,19.44,0.0,45.0,7.23,1.61,534
RFS026,2024-04-14,19.56,0.0,45.0,7.33,2.44,620
RFS026,2024-04-21,20.35,50.7,45.0,6.97,4.53,439
RFS026,2024-04-28,20.73,0.0,45.0,7.03,1.99,517
RFS026,2024-05-05,18.94,0.0,45.0,6.82,1.78,589
RFS026,2024-05-12,21.56,0.0,45.0,7.14,1.72,495
RFS026,2024-05-19,18.92,0.0,45.0,7.2,2.11,624
RFS026,2024-05-26,18.33,0.0,45.0,7.03,2.53,456
RFS026,2024-06-02,13.02,65.3,42.4,7.15,5.85,671
RFS026,2024-06-09,11.09,0.0,41.1,7.35,1.84,566
RFS026,2024-06-16,12.08,0.0,45.0,7.45,1.78,608
RFS026,2024-06-23,13.11,19.1,44.8,7.04,2.5,617
RFS026,2024-06-30,10.06,89.9,43.0,7.29,12.32,410
RFS026,2024-07-07,8.48,0.0,41.9,7.36,1.61,438
RFS026,2024-07-14,8.07,141.8,45.0,7.03,11.39,508
RFS026,2024-07-21,9.31,0.0,45.0,6.99,2.25,571
RFS026,2024-07-28,8.4,0.0,40.9,7.26,2.44,427
RFS026,2024-08-04,9.49,112.1,40.8,7.18,9.69,579
RFS026,2024-08-11,11.5,0.0,34.0,7.12,1.8,663
RFS026,2024-08-18,12.93,35.9,35.8,7.18,3.79,456
RFS026,2024-08-25,11.61,0.0,36.8,6.93,2.3,607
RFS026,2024-09-01,11.49,0.0,31.5,7.4,2.02,505
RFS026,2024-09-08,11.71,0.0,32.7,6.99,2.55,650
RFS026,2024-09-15,9.95,0.0,31.8,6.96,1.6,567
RFS026,2024-09-22,9.24,0.0,28.7,7.1,1.68,632
RFS026,2024-09-29,7.0,15.9,26.0,7.05,2.68,527
RFS026,2024-10-06,17.08,0.0,24.2,7.1,1.92,648
RFS026,2024-10-13,14.32,0.0,24.6,7.38,1.99,717
RFS026,2024-10-20,13.97,0.0,25.0,7.17,2.36,546
RFS026,2024-10-27,13.93,0.0,22.9,7.13,2.46,610
RFS026,2024-11-03,15.31,0.0,21.6,7.4,2.04,516
RFS026,2024-11-10,15.71,0.0,23.2,7.05,2.49,488
RFS026,2024-11-17,14.09,0.0,18.9,6.89,2.11,408
RFS026,2024-11-24,16.35,0.0,16.3,7.06,2.23,474
RFS026,2024-12-01,15.33,0.0,10.6,7.28,2.12,544
RFS026,2024-12-08,15.9,0.0,8.0,6.95,1.83,652
RFS026,2024-12-15,15.64,0.0,8.0,7.19,2.17,568
RFS026,2024-12-22,14.81,0.0,8.0,7.12,2.51,455
RFS026,2024-12-29,14.73,0.0,8.0,7.08,1.57,573
RFS026,2025-01-05,15.85,0.0,8.0,6.98,1.58,547
RFS026,2025-01-12,14.32,0.0,8.0,7.24,2.2,541
RFS026,2025-01-19,15.14,0.0,8.0,7.38,1.67,446
RFS026,2025-01-26,15.05,0.0,10.2,7.21,1.85,501
RFS026,2025-02-02,13.97,0.0,12.2,7.04,2.24,677
RFS026,2025-02-09,14.9,0.0,13.5,6.88,2.01,430
RFS026,2025-02-16,14.29,0.0,13.4,7.39,2.55,540
RFS026,2025-02-23,14.68,0.0,16.3,7.36,1.61,448
RFS026,2025-03-02,18.56,0.0,26.4,7.33,1.63,469
RFS026,2025-03-09,17.04,0.0,32.7,7.1,1.63,688
RFS026,2025-03-16,18.4,0.0,34.6,7.3,2.1,516
RFS026,2025-03-23,17.67,0.0,36.0,7.1,1.98,521
RFS026,2025-03-30,18.97,0.0,32.6,7.3,2.36,545
RFS026,2025-04-06,19.92,13.0,45.0,7.21,4.15,434
RFS026,2025-04-13,17.25,0.0,45.0,7.11,2.33,517
RFS026,2025-04-20,18.91,0.0,45.0,7.23,1.63,599
RFS026,2025-04-27,18.47,0.0,45.0,7.1,1.88,515
RFS026,2025-05-04,18.78,0.0,45.0,6.96,1.85,669
RFS026,2025-05-11,19.2,0.0,45.0,7.5,1.6,650
RFS026,2025-05-18,18.02,0.0,45.0,7.17,1.96,472
RFS026,2025-05-25,21.73,0.0,45.0,6.87,2.2,574
RFS027,2023-01-01,23.58,0.0,8.0,7.82,2.45,394
RFS027,2023-01-08,24.2,0.0,8.0,7.36,2.21,261
RFS027,2023-01-15,23.64,0.0,8.0,7.68,2.86,348
RFS027,2023-01-22,24.42,0.0,10.3,7.75,2.25,320
RFS027,2023-01-29,23.89,0.0,13.7,7.74,2.59,354
RFS027,2023-02-05,25.19,0.0,11.8,7.58,2.5,309
RFS027,2023-02-12,24.55,0.0,10.6,7.68,2.53,391
RFS027,2023-02-19,24.08,0.0,15.2,7.87,1.9,461
RFS027,2023-02-26,23.69,0.0,13.5,7.79,2.46,311
RFS027,2023-03-05,27.17,0.0,28.2,7.48,2.22,279
RFS027,2023-03-12,28.18,0.0,28.1,7.55,2.2,284
RFS027,2023-03-19,26.68,0.0,25.9,7.59,2.03,403
RFS027,2023-03-26,25.32,75.5,27.5,7.55,4.0,387
RFS027,2023-04-02,30.56,0.0,45.0,7.56,1.9,713
RFS027,2023-04-09,28.92,0.0,45.0,7.67,2.36,402
RFS027,2023-04-16,28.6,0.0,45.0,7.49,2.85,264
RFS027,2023-04-23,30.12,0.0,45.0,7.28,1.91,478
RFS027,2023-04-30,27.95,0.0,45.0,7.44,2.46,500
RFS027,2023-05-07,30.59,0.0,45.0,7.45,2.26,556
RFS027,2023-05-14,28.59,0.0,45.0,7.83,2.21,505
RFS027,2023-05-21,28.24,0.0,45.0,7.81,2.07,215
RFS027,2023-05-28,29.89,0.0,45.0,7.44,1.9,452
RFS027,2023-06-04,21.62,33.9,45.0,7.42,4.36,271
RFS027,2023-06-11,21.66,7.5,44.1,7.5,2.03,301
RFS027,2023-06-18,18.65,38.2,44.0,7.24,5.01,469
RFS027,2023-06-25,17.73,0.0,45.0,7.43,2.66,381
RFS027,2023-07-02,16.73,55.5,39.4,7.28,6.87,474
RFS027,2023-07-09,17.68,0.0,42.3,7.59,2.82,275
RFS027,2023-07-16,18.02,27.5,39.7,7.7,3.48,324
RFS027,2023-07-23,16.88,23.7,37.8,7.35,4.69,342
RFS027,2023-07-30,18.61,45.4,44.0,7.24,3.93,435
RFS027,2023-08-06,19.51,0.0,39.1,7.35,2.3,420
RFS027,2023-08-13,18.98,79.1,36.4,7.6,5.72,306
RFS027,2023-08-20,18.52,24.6,34.7,7.28,3.01,297
RFS027,2023-08-27,19.47,32.0,37.9,7.79,4.81,343
RFS027,2023-09-03,15.88,0.0,27.9,7.86,2.33,280
RFS027,2023-09-10,17.81,23.9,33.7,7.59,3.34,359
RFS027,2023-09-17,16.93,0.0,31.8,7.72,2.13,383
RFS027,2023-09-24,17.38,27.2,25.8,7.76,3.82,342
RFS027,2023-10-01,24.24,0.0,28.5,7.54,1.93,276
RFS027,2023-10-08,23.29,0.0,25.0,7.56,2.53,379
RFS027,2023-10-15,24.17,0.0,27.6,7.44,2.38,252
RFS027,2023-10-22,25.3,0.0,21.3,7.68,2.08,431
RFS027,2023-10-29,24.04,46.7,18.6,7.79,6.22,459
RFS027,2023-11-05,23.93,0.0,15.6,7.82,2.85,327
RFS027,2023-11-12,25.9,0.0,17.9,7.59,1.92,440
RFS027,2023-11-19,24.98,15.3,12.1,7.38,4.26,400
RFS027,2023-11-26,23.07,0.0,18.0,7.48,2.44,367
RFS027,2023-12-03,24.14,0.0,8.0,7.74,1.93,326
RFS027,2023-12-10,24.54,0.0,8.0,7.8,2.3,278
RFS027,2023-12-17,22.81,0.0,8.0,7.92,1.97,478
RFS027,2023-12-24,24.43,0.0,10.3,7.38,2.67,359
RFS027,2023-12-31,23.66,0.0,8.0,7.28,1.87,259
RFS027,2024-01-07,23.22,0.0,10.2,7.42,2.7,450
RFS027,2024-01-14,23.02,0.0,8.0,7.7,2.42,287
RFS027,2024-01-21,23.11,0.0,10.6,7.73,2.62,212
RFS027,2024-01-28,24.31,0.0,8.1,7.82,2.38,269
RFS027,2024-02-04,24.25,0.0,8.0,7.24,2.8,420
RFS027,2024-02-11,23.59,0.0,8.0,7.28,2.42,452
RFS027,2024-02-18,24.3,0.0,12.6,7.6,2.33,500
RFS027,2024-02-25,22.93,0.0,12.7,7.44,2.12,454
RFS027,2024-03-03,24.18,0.0,26.9,7.81,2.34,322
RFS027,2024-03-10,25.1,45.6,27.0,7.28,5.25,422
RFS027,2024-03-17,27.06,0.0,30.6,7.75,2.27,308
RFS027,2024-03-24,26.18,55.7,31.0,7.54,4.87,272
RFS027,2024-03-31,26.22,25.5,37.3,7.49,4.65,346
RFS027,2024-04-07,26.03,0.0,43.9,7.74,2.84,438
RFS027,2024-04-14,25.34,0.0,45.0,7.64,2.31,311
RFS027,2024-04-21,29.11,0.0,45.0,7.63,2.07,467
RFS027,2024-04-28,29.1,0.0,45.0,7.85,2.24,221
RFS027,2024-05-05,29.13,0.0,45.0,7.42,2.37,366
RFS027,2024-05-12,28.29,0.0,45.0,7.72,2.56,271
RFS027,2024-05-19,27.66,0.0,45.0,7.7,2.35,242
RFS027,2024-05-26,28.12,0.0,45.0,7.4,2.56,322
RFS027,2024-06-02,16.13,21.2,42.0,7.66,4.68,437
RFS027,2024-06-09,19.49,64.7,40.7,7.44,7.13,201
RFS027,2024-06-16,18.31,0.0,43.1,7.59,2.52,445
RFS027,2024-06-23,20.89,18.0,41.0,7.56,4.02,407
RFS027,2024-06-30,17.71,22.8,45.0,7.76,4.24,532
RFS027,2024-07-07,20.54,0.0,42.0,7.5,1.93,306
RFS027,2024-07-14,15.81,38.1,42.7,7.37,5.61,331
RFS027,2024-07-21,17.33,0.0,37.5,7.35,2.55,321
RFS027,2024-07-28,17.87,0.0,41.5,7.15,2.08,341
RFS027,2024-08-04,15.72,0.0,38.6,7.4,2.33,427
RFS027,2024-08-11,15.74,125.8,39.6,7.36,10.38,226
RFS027,2024-08-18,14.33,0.0,40.6,7.46,2.55,321
RFS027,2024-08-25,17.91,15.4,30.9,7.95,4.01,355
RFS027,2024-09-01,17.41,0.0,31.5,7.86,1.99,306
RFS027,2024-09-08,18.14,36.5,33.2,7.4,3.41,342
RFS027,2024-09-15,17.85,0.0,27.9,7.2,2.23,467
RFS027,2024-09-22,15.56,53.2,24.8,7.76,5.4,415
RFS027,2024-09-29,15.74,41.5,28.4,7.47,4.63,391
RFS027,2024-10-06,24.55,0.0,21.2,7.31,2.85,444
RFS027,2024-10-13,22.34,0.0,23.7,7.41,2.11,339
RFS027,2024-10-20,22.23,0.0,25.4,7.37,2.51,353
RFS027,2024-10-27,20.96,0.0,17.2,7.35,2.59,387
RFS027,2024-11-03,22.83,0.0,20.3,7.31,2.33,232
RFS027,2024-11-10,22.51,0.0,19.7,7.59,2.2,225
RFS027,2024-11-17,22.37,0.0,14.7,7.59,2.02,346
RFS027,2024-11-24,23.02,0.0,17.2,7.48,2.01,375
RFS027,2024-12-01,21.25,0.0,8.0,7.38,1.95,323
RFS027,2024-12-08,21.2,0.0,8.0,7.51,2.74,370
RFS027,2024-12-15,22.86,0.0,8.0,7.44,2.09,516
RFS027,2024-12-22,21.92,15.1,8.0,7.68,3.11,265
RFS027,2024-12-29,21.97,0.0,8.0,7.63,2.8,474
RFS027,2025-01-05,21.43,0.0,9.2,7.64,1.88,321
RFS027,2025-01-12,21.38,0.0,8.0,7.58,2.81,414
RFS027,2025-01-19,22.59,0.0,8.0,7.21,2.82,248
RFS027,2025-01-26,21.06,0.0,8.6,7.44,2.3,283
RFS027,2025-02-02,21.04,0.0,8.0,7.44,2.11,456
RFS027,2025-02-09,22.67,0.0,11.9,7.76,1.98,243
RFS027,2025-02-16,22.8,8.5,12.0,7.48,2.0,487
RFS027,2025-02-23,22.4,8.8,14.7,7.47,2.14,418
RFS027,2025-03-02,22.56,0.0,23.4,7.29,2.06,315
RFS027,2025-03-09,24.57,60.2,23.3,7.45,5.38,382
RFS027,2025-03-16,24.07,0.0,30.8,7.87,2.36,318
RFS027,2025-03-23,24.63,0.0,30.3,7.85,2.74,260
